activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,input_word_length_median,input_word_length_skew,down_time_mean,up_time_mean,down_time_std,up_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,keys_per_second,product_to_keys,action_time_std,action_time_gap_min,action_time_gap_std,word_event_ratio,time_diff_Leftclick_std,time_diff_ArrowLeft_std,time_diff_ArrowUp_std,time_diff_Delete_std,time_diff_ArrowLeft_mean,time_diff_Shift_sum,time_diff_comma_sum,time_diff_Enter_sum,time_diff_q_median,time_diff_Leftclick_median,time_diff_ArrowDown_median,time_diff_Enter_median,time_diff_Leftclick_max,time_diff_ArrowUp_max,time_diff_Enter_max,cursor_position_diff_Backspace_std,cursor_position_diff_Shift_std,cursor_position_diff_comma_mean,cursor_position_diff_CapsLock_mean,cursor_position_diff_abostrove_mean,cursor_position_diff_Space_sum,cursor_position_diff_comma_median,cursor_position_diff_ArrowUp_median,cursor_position_diff_Delete_median,cursor_position_diff_Leftclick_max,cursor_position_diff_ArrowLeft_max,word_count_diff_q_std,word_count_diff_ArrowRight_std,word_count_diff_Enter_std,word_count_diff_dot_mean,word_count_diff_q_sum,time_diff_Remove/Cut_std,time_diff_Nonproduction_std,time_diff_Remove/Cut_mean,time_diff_Nonproduction_sum,time_diff_Replace_sum,time_diff_Replace_median,cursor_position_diff_Paste_mean,cursor_position_diff_Replace_median,word_len_count,word_len_mean,word_len_std,word_len_min,word_len_max,word_len_first,word_len_last,word_len_sem,word_len_q1,word_len_median,word_len_q3,word_len_skew,word_len_kurt,word_len_sum,word_len_ge_5_count,word_len_ge_6_count,word_len_ge_7_count,word_len_ge_8_count,word_len_ge_9_count,word_len_ge_10_count,word_len_ge_11_count,word_len_ge_12_count,sent_count,sent_len_mean,sent_len_std,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_sem,sent_len_q1,sent_len_median,sent_len_q3,sent_len_skew,sent_len_kurt,sent_len_sum,sent_word_count_mean,sent_word_count_std,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_sem,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_skew,sent_word_count_kurt,sent_word_count_sum,sent_len_ge_50_count,sent_len_ge_60_count,sent_len_ge_75_count,sent_len_ge_100_count,paragraph_count,paragraph_len_mean,paragraph_len_std,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_sem,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_skew,paragraph_len_kurt,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_std,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_sem,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_skew,paragraph_word_count_kurt,paragraph_word_count_sum,word_len_ge_6_count_mp,word_len_ge_6_count_mt,word_len_ge_6_count_mi,word_len_ge_6_count_md,word_len_ge_6_count_mk
1561,237,116,4,7,1431,330,11,6,7,0,0,0,0,1,0,0,0,0,1251,292,241,12,0,76,0,10,4,0,0,6,0,0,0,0,1251,4.0,4.288168232326853,983613.9548051947,983695.0664935064,401079.4174692414,401083.26251828537,455.6474195215533,81.23450272430077,1052183.0,1052258.0,64.0,958.0,172.0,44611,44715,0,0,0,1808284,1052183.0,1052258.0,64.0,958.0,172.0,5,13,13,28,15.111,0.126,0.3246362625139057,0.7963525015258797,583.6960000000025,143,40,25,20,24,39.5,32.360959616752304,42,30.0,134,20,47,3.590909090909091,3.941796828574785,2.0,19.0,19.0,2.0,1.0194165399483148,0.8448275862068966,134.32797813748903,-513.0,5657.527212704873,0.1438961038961038,25479.13884297229,,,,,12153,4843,16109,128.0,3814.0,,2162.0,151189.0,,8614.0,35.08255084003989,0.0,1.0,,,292,1.0,,,905.0,,0.433256956929047,,0.0,0.0,251,1015.2985237839716,21437.372161511583,441.42194092827,1026997,2971,756.0,216.57142857142856,-4.0,268,4.544776119402985,2.3642647672721977,1,13,11,2,0.1444204564644168,3.0,4.0,6.0,1.2002292072457934,1.3590884870930813,1218,102,72,47,30,18,15.0,10.0,4.0,12,122.83333333333331,40.20817043458916,62,220,68,113,11.6070990120162,108.75,123.0,135.0,0.903247941586371,2.7447171037191618,1474,22.33333333333333,9.048689843219728,11,45,11,21,2.612131758398172,17.5,21.5,26.25,1.2849638216822918,3.032460041387222,268,12,12,10.0,10.0,4,378.75,119.18438096775378,270,548,336,361,59.59219048387689,319.5,348.5,407.75,1.369715887608001,2.4228981501757225,1515,72.25,23.24327859833892,58,107,62,62,11.62163929916946,61.0,62.0,73.25,1.959854642936428,3.876657442385,289,2880,348696,274608.0,288,571.4285714285714
5575,990,254,3,0,5177,1252,34,68,8,20,0,0,3,2,0,0,0,0,4402,1063,990,94,107,39,11,32,53,3,0,8,0,16,0,0,4402,4.0,2.788089214248761,791939.333479918,792025.3075344474,492890.7585466242,492890.4335879039,1043.4716776125945,246.9231206216524,710433.0,710539.0,81.0,1729.0,439.5,1152,1239,0,0,0,1795003,710524.0,710621.0,81.0,1729.0,440.0,4,14,14,13,35.535,0.038,0.1309084539223143,0.6716451268444485,859.4139999999935,131,43,24,26,43,98.3731343283582,89.02754694915903,67,72.0,435,116,59,7.122302158273381,9.976392737506195,3.0,59.0,4.0,7.0,3.659528403013021,0.6814927646610814,54.31006995509088,-154.0,1422.905167499967,0.1222515391380826,12252.340414653749,373.2120284527525,,,490.27272727272725,97864,22788,22340,4.0,6610.0,1714.0,1089.0,59229.0,,10711.0,0.9534625892455932,0.0,1.0,,1.0,1063,1.0,,,2817.0,-1.0,0.3848543122350303,0.0,0.0,0.0,690,631.5801579520546,6263.8365949972,183.1727272727273,514351,5073,692.0,,-19.0,836,4.277511961722488,2.0883529953984508,1,12,5,3,0.0722271986287575,3.0,4.0,5.0,0.9066228731658122,0.4654990986429217,3576,307,187,128,82,48,10.0,4.0,3.0,32,136.875,32.09135146281125,87,203,203,116,5.673003059198666,117.5,130.0,153.25,0.39310614660222,-0.3990813687628614,4380,26.125,6.856830830074347,16,41,37,22,1.2121278943486384,21.0,25.0,29.75,0.5427748413367018,-0.6869963473876513,836,32,32,32.0,28.0,5,893.2,154.80536166425244,735,1063,735,818,69.23106239254169,794.0,818.0,1056.0,0.4323772187037434,-3.018080282519171,4466,172.6,38.74661275518158,137,218,137,144,17.328012003689285,144.0,153.0,211.0,0.5311886900299805,-3.094314330985749,863,8041,4261356,1236070.0,9911,4921.0526315789475
1690,145,46,0,0,1516,289,14,11,2,0,0,0,0,0,0,0,0,0,1392,274,139,0,1,37,0,13,9,0,0,2,6,0,8,0,1392,5.0,1.1825391703924608,864983.3333333334,865083.658692185,457594.4354472582,457596.24746184464,439.68589720393527,73.08475200401497,851855.0,851942.0,98.0,791.0,124.0,5639,5825,2,0,0,1689988,851855.0,851942.0,98.0,791.0,124.0,3,10,10,9,40.458,0.35,0.6829683923705725,1.4763516085488415,1253.2470000000003,316,126,47,38,54,23.12,20.397376619873768,75,17.0,96,8,6,3.020833333333333,4.04490529743877,1.5,25.0,1.0,5.0,1.089398343402105,0.8299727520435968,82.83415525493905,70.0,2394.775992027717,0.1355661881977671,2554.159167704365,,,873.0470450423293,,0,34087,8199,355.5,3819.0,,4099.5,14057.0,,6150.0,0.0,,1.0,0.0,,274,1.0,,0.0,364.0,,0.3955442976524116,,0.0,0.0,270,1719.5071492722752,11487.399682814526,956.6620689655172,242457,0,,,,264,4.753787878787879,2.6284464697930123,1,21,7,9,0.1617696974630927,3.0,4.0,6.0,1.4906102034282482,5.187902373793223,1255,126,86,58,39,26,9.0,4.0,3.0,11,137.1818181818182,64.2071930266667,69,287,69,105,19.359197101034287,96.5,115.0,163.0,1.385210048102711,1.928263167821937,1509,24.09090909090909,11.978769097486982,14,56,14,20,3.611734776969864,17.0,20.0,26.5,2.1464173433525784,5.318280729277586,265,11,11,10.0,8.0,3,507.0,47.44470465710583,472,561,472,488,27.392213005402343,480.0,488.0,524.5,1.5130897051461047,,1521,86.0,8.18535277187245,77,93,77,93,4.725815626252609,82.5,88.0,90.5,-1.033881715672016,,258,10836,2931482,328434.0,774,245.71428571428572
2496,306,2666,4,0,2272,460,22,28,9,3,0,7,1,0,0,0,0,0,2025,409,271,40,1073,6,931,21,25,387,219,9,0,3,35,0,2025,4.0,1.0344464070043398,957359.1745248538,957413.2816154972,497208.05746480986,497202.556034366,591.1094843803251,109.2100505240508,1132627.0,1132646.0,47.0,902.0,245.0,59513,59677,0,0,0,1799244,1132637.0,1132655.0,47.0,902.0,245.0,4,19,19,12,18.534,0.066,0.2375474660956446,1.0509376877958936,665.6079999999962,116,31,13,12,32,62.13636363636363,61.7491515464132,44,47.0,297,38,10,8.052631578947368,11.797726231735323,2.0,49.0,1.0,8.0,1.610523466108597,0.7790863668807995,44.09506696356721,-82.0,2548.4769576023773,0.0646929824561403,55334.94251103908,165.44540438604307,3990.016652253256,293.4939908909135,26.577873254564985,207453,7098,8713,75.0,25826.0,0.0,286.0,145155.0,46499.0,5413.0,0.0,0.0,1.0,,1.0,409,1.0,-38.0,0.0,0.0,0.0,0.3377167501442085,0.0,0.0,0.0,263,595.1388785156645,3488.817482475783,180.02287581699346,777612,3305,793.5,,-2.0,362,4.961325966850829,2.853514411621114,1,16,11,4,0.1499773877737953,3.0,4.0,7.0,0.8102987285269203,0.2791859751871999,1796,175,132,105,74,39,29.0,20.0,6.0,21,101.76190476190476,54.62225257338328,39,248,80,248,11.919552716501205,54.0,83.0,136.0,1.0103741407831166,0.8603463056662233,2137,17.238095238095237,9.38032388515856,6,39,12,39,2.046954487949588,9.0,14.0,26.0,0.6561383300193301,-0.4538679247325325,362,18,15,13.0,9.0,5,434.8,158.8118383496646,249,611,289,249,71.02281323631162,289.0,481.0,544.0,-0.2748688746480739,-2.587669915668526,2174,72.4,28.192197502145877,39,101,47,39,12.607934009979587,47.0,79.0,96.0,-0.3127973578904405,-2.7723670769918902,362,4092,936936,3409032.0,3300,2000.0
4141,426,108,0,0,3604,863,40,27,9,7,0,0,8,4,0,2,0,1,3274,780,426,83,0,8,0,37,22,0,0,8,0,6,0,0,3274,4.0,2.896037410718026,795659.8864171123,795737.5503743315,452734.8915696558,452730.8918715315,998.8117523129678,194.9148574601026,768950.0,769027.0,75.0,1660.0,339.0,37739,37901,0,0,0,1790318,768950.0,769027.0,75.0,1660.0,339.0,3,17,17,12,91.672,0.09,0.2313249397854169,1.54304470578017,1056.460999999999,148,52,25,28,40,68.51515151515152,61.1186091324433,66,53.5,266,124,174,3.380952380952381,5.636817744589076,2.0,38.0,2.0,4.0,2.6057074521407366,0.8134442741405736,30.746479030675854,-104.0,2181.478543557865,0.1422459893048128,30823.447204545904,,,,,159592,19425,11026,89.0,14644.0,,689.0,88052.0,,4078.0,0.0,0.0,1.0,,1.0,780,1.0,,,1647.0,,0.409840492136529,,0.0,0.0,699,4514.571441647573,9912.067271110584,544.0422535211268,346313,0,,,,666,4.457957957957958,2.3579406150483244,1,13,5,4,0.0913683429325055,3.0,4.0,6.0,1.1276467577084976,1.1647270278638442,2969,255,175,110,69,55,33.0,17.0,5.0,42,85.57142857142857,58.65864162196221,3,320,60,320,9.051224906494566,47.0,70.0,115.0,1.6608681878466844,4.897513368222246,3594,15.88095238095238,10.768523192795504,1,58,10,58,1.661619202792828,8.25,12.5,21.75,1.6021574603126922,4.318203736178665,667,31,27,20.0,14.0,5,741.6,237.52115695238604,456,1013,456,562,106.22269060798638,562.0,740.0,937.0,-0.0509164028526425,-2.275089879965315,3708,140.4,45.7689851318554,81,191,81,108,20.468512403201167,108.0,147.0,175.0,-0.314350061521188,-1.8636807696328272,702,9100,3399375,2562700.0,3850,1944.4444444444446
2924,157,231,0,0,2420,598,25,13,3,14,0,2,2,0,0,0,0,0,2309,557,157,230,0,1,0,25,13,0,0,3,0,12,0,0,2309,3.5,1.7129168724839656,472635.7509057971,472709.75422705314,274788.7712196252,274792.12849238835,816.9369315932759,149.61386742063004,458335.5,458422.5,76.0,1280.5,236.0,1734,1825,0,0,0,1769608,458468.0,458543.0,76.0,1281.0,236.0,3,12,12,10,123.119,0.077,0.4414962674456346,4.227660589091884,1360.2500000000002,104,20,19,13,30,80.21052631578948,80.55924725712389,38,59.0,271,70,2,3.204081632653061,3.752663453228557,2.0,20.0,6.0,2.0,1.742679586213996,0.8980850373255437,27.84779229904213,-88.0,4163.281247293816,0.1557971014492753,,,,,,167854,13758,22302,76.0,,,731.0,,,21006.0,0.0,0.0,1.0,,1.0,557,1.0,,,,,0.423380574281706,,0.0,0.0,540,10144.627324834297,3169.263612621741,2245.6942675159235,167854,0,,,,518,4.287644787644788,2.220068885020861,1,13,1,5,0.097544226720407,3.0,4.0,6.0,1.0128809731320874,0.624750313453847,2221,194,132,90,56,24,15.0,7.0,2.0,27,100.44444444444444,54.33537828462533,21,229,38,99,10.45684842638286,64.5,90.0,125.0,0.6962403980457041,-0.0372290936575478,2712,19.185185185185187,10.050017363310822,4,43,8,19,1.934126743355972,13.0,17.0,24.0,0.7109634114108758,0.0523382651221346,518,22,21,16.0,12.0,4,691.0,344.5373709773731,358,1166,358,1166,172.26868548868654,502.75,620.0,808.25,1.100310560956286,1.541907260258375,2764,130.0,64.59102104782056,71,221,71,221,32.29551052391028,95.0,114.0,149.0,1.3071997302831713,2.055235607147683,520,2640,1816056,,1716,1714.2857142857142
4458,1269,138,5,0,4645,949,41,64,6,7,0,2,5,0,2,0,0,0,3620,742,1269,71,18,48,1,34,48,0,0,6,0,5,0,0,3619,4.0,2.0513793267578917,608455.3143100512,608536.905451448,353896.56341828936,353895.77656258264,623.9819819192076,142.66075815716653,596029.0,596082.0,79.0,1496.0,282.0,14029,14146,0,0,0,1790035,596287.0,596382.0,79.0,1496.0,282.0,4,15,16,19,19.65,0.028,0.1119680460974327,0.5298567127749974,641.2409999999975,117,41,23,24,23,123.47826086956522,125.20449745745908,46,94.0,535,10,148,9.4,23.54741168398186,2.0,174.0,1.0,2.0,3.224506020541798,0.5442640125720273,66.14082511994307,-151.0,4515.605900221362,0.089778534923339,48571.46989686148,,,,773.0,122077,31402,2831,5.0,1948.0,,507.5,311575.0,,847.0,0.6352396744023787,0.0,1.0,,1.0,742,1.0,,,799.0,-1.0,0.3515514289126089,0.0,0.0,0.0,517,893.2122133478398,28947.2895543275,148.38219070133962,767414,1567,373.0,,-4.0,530,4.820754716981132,2.8049280485409738,1,14,9,6,0.1218382887233782,3.0,4.0,7.0,0.9573615213085898,0.2945209073466106,2555,229,180,134,95,74,39.0,18.0,14.0,29,105.3793103448276,65.02494784591936,20,284,60,34,12.074829680193156,60.0,105.0,139.0,0.7717245991239251,0.6077918809166105,3056,18.27586206896552,11.01912801749802,4,47,10,7,2.046200703625522,10.0,17.0,25.0,0.7048277405645827,0.1735148065138911,530,22,22,18.0,16.0,4,777.75,458.0512162047675,257,1368,804,257,229.02560810238376,575.75,743.0,945.0,0.4409324437204601,1.2659999560715622,3111,132.75,75.11934948245137,45,228,137,45,37.559674741225685,102.0,129.0,159.75,0.2939986662175812,1.3252285983519076,531,7380,5652360,350640.0,8640,6428.571428571428
1222,73,106,0,0,1055,230,3,1,4,0,0,0,0,0,2,0,0,0,996,217,73,0,65,3,33,3,1,0,0,4,0,0,0,0,996,4.0,1.4154281059977405,351513.0585296217,351613.9221984297,163470.71639535602,163462.9534105871,329.6434906360684,57.96637202301307,361568.0,361699.0,99.0,615.0,114.0,1505,1716,0,0,0,625522,361568.0,361699.0,99.0,615.0,114.0,3,12,12,7,50.678,0.126,0.3563003861003862,1.8374798336905165,461.40900000000016,99,20,8,5,15,66.6470588235294,46.38957476695409,17,64.0,182,48,100,2.085714285714286,2.616367357857169,1.0,14.0,4.0,2.0,2.075087730543048,0.8872586872586873,40.2480253352556,-51.0,1778.841461618592,0.1463240542469664,2379.414318692732,344.0100531476757,,,175.66666666666666,0,5174,26710,135.0,4142.5,,1779.5,5825.0,,23065.0,0.0,,1.0,,,217,1.0,,,0.0,-1.0,0.4136917267557812,0.0,0.0,0.0,218,945.2647769159336,727.4616598031243,537.1232876712329,22641,0,,,,207,4.531400966183575,2.5538338718957005,1,13,1,10,0.1775037244658141,3.0,4.0,6.0,1.2769275524405277,1.6961802125223515,938,80,62,37,24,16,12.0,6.0,6.0,3,380.6666666666667,131.30625778436203,240,500,402,240,75.80970327808382,321.0,402.0,451.0,-0.7118162999460418,,1142,69.0,23.643180835073775,42,86,79,42,13.650396819628847,60.5,79.0,82.5,-1.5628146996087728,,207,3,3,3.0,3.0,3,381.6666666666667,131.30625778436203,241,501,403,241,75.80970327808382,322.0,403.0,452.0,-0.7118162999460418,,1145,69.0,23.643180835073775,42,86,79,42,13.650396819628847,60.5,79.0,82.5,-1.5628146996087728,,207,1240,320788,256835.0,62,492.06349206349205
3043,130,90,2,0,2505,579,32,28,8,10,4,0,5,2,0,0,0,0,2396,565,130,61,0,29,0,31,27,0,0,8,0,9,0,0,2395,4.0,1.2698247184504,619274.7399693722,619371.4551301685,352761.2623629714,352761.1410441202,611.6316666963194,154.40727823929382,619971.0,620082.0,93.0,1225.0,290.0,30545,30728,0,0,0,1659776,619971.0,620082.0,93.0,1225.0,290.0,4,12,13,12,65.697,0.056,0.1799624960605094,1.6955028879493144,571.0209999999963,65,22,13,9,18,114.29629629629628,95.67163988383749,27,108.0,483,483,121,4.193548387096774,4.600140250316358,2.0,18.0,2.0,3.0,1.9474573191988724,0.8997793885912386,39.19502949187624,-161.0,3591.9874308290287,0.1660030627871363,24620.949170081047,,,,,148875,17534,100384,35.0,13383.5,,2730.5,112832.0,,57323.0,0.0,0.0,1.0,,1.0,565,1.0,,,1353.0,,0.3681480503220241,,0.0,0.0,387,500.4970793283607,17304.89392909095,228.66153846153847,792386,870,435.0,,-29.0,547,4.155393053016454,2.190468693257707,1,14,1,4,0.0936576782097739,2.0,4.0,5.0,0.8209150515417171,0.6247603306241882,2273,209,133,73,45,29,12.0,2.0,1.0,31,89.96774193548387,45.39565608511292,16,201,63,127,8.153300521870309,62.0,85.0,119.0,0.2233759268862485,-0.1849853676957522,2789,17.64516129032258,8.780844253626848,3,38,13,25,1.5770861842227208,12.0,17.0,23.0,0.2190837549240028,-0.4100908333318696,547,25,24,21.0,13.0,5,569.4,236.12454340876977,263,921,529,611,105.5981060436218,523.0,529.0,611.0,0.4622938203851608,1.69346477100674,2847,109.2,44.50505589256124,52,176,103,116,19.9032660636389,99.0,103.0,116.0,0.5196720929600172,1.7596278821785862,546,2926,2332022,1780005.5,3591,2375.0
3004,209,55,2,0,2620,512,33,28,6,5,2,0,0,3,2,0,0,0,2451,485,209,37,0,16,0,29,24,0,0,6,0,4,2,0,2451,4.0,2.1862909682410763,759733.3045871559,759850.9183486239,523260.7355684319,523257.9331595578,801.5853096120187,132.54828482438683,583982.0,584039.0,109.0,1341.5,229.5,43153,43205,0,0,0,1892388,585551.0,585552.0,109.0,1342.0,230.0,4,15,15,14,60.921,0.038,0.2539007158418916,2.1253923247338298,815.782999999998,61,21,7,10,32,81.3170731707317,64.28858336609629,41,57.0,217,217,11,2.348314606741573,1.865360820540344,2.0,10.0,1.0,1.0,1.7374132172101784,0.8674136321195145,61.0936054486539,-316.0,5994.427268867227,0.1397553516819571,70669.10587971305,,,179.60512242138307,,159587,6584,11332,9.0,4864.0,,536.0,272496.0,,9214.0,0.0,0.0,1.0,,1.0,485,1.0,,0.0,1658.0,,0.3919688516697124,,0.0,0.0,458,965.1535241000842,41888.61404915564,255.44497607655504,748353,1656,828.0,,-4.0,460,5.0,2.6853917732865096,1,14,11,5,0.1252070370299326,3.0,4.0,7.0,0.8311863956646839,0.0098119399774847,2300,220,161,121,84,58,40.0,23.0,5.0,25,109.4,64.04425553214486,31,265,53,134,12.808851106428971,58.0,103.0,165.0,0.6517495263385502,-0.3478801829887064,2735,18.4,10.82050522541962,5,44,9,21,2.164101045083924,9.0,15.0,27.0,0.6120293099937862,-0.5433210381089211,460,20,18,15.0,13.0,4,695.25,637.6432518788752,276,1641,358,276,318.8216259394376,337.5,432.0,789.75,1.869668375683104,3.541103054251419,2781,115.0,104.77595143924964,46,270,57,46,52.387975719624826,54.25,72.0,132.75,1.8421248555025889,3.4215827770083287,460,3381,1060024,783104.0,3864,4236.842105263158
1735,383,257,0,0,1727,333,29,7,7,12,2,0,1,0,0,0,0,0,1405,280,395,70,143,19,13,25,7,0,0,5,0,10,0,0,1405,4.0,2.8362379714301227,808265.6172631579,808411.3663157895,511418.9899412041,511416.0441232117,367.5861284197059,62.86172200527695,768204.0,768389.0,158.0,701.0,117.0,2138,2285,0,0,0,1776681,768204.0,768389.0,158.0,701.0,117.0,3,13,13,9,54.447,0.125,0.4000056657223793,1.613333721724458,847.2119999999994,241,73,20,16,31,47.22727272727273,40.15659095391651,44,37.0,175,146,36,4.303370786516854,5.976097263991135,2.0,32.0,9.0,8.0,1.1934169363781428,0.6383380547686497,78.8668923188337,-178.0,3269.8059868045366,0.0947368421052631,10989.57446841014,400.0190860831133,,,367.5384615384616,394614,6490,53643,122.0,6794.5,,6397.0,46807.0,,24507.0,0.1718475525419449,0.0,1.0,,1.0,280,1.0,,,499.0,-1.0,0.3952552898154556,0.0,0.0,0.0,272,998.9002356758764,8633.56466435876,397.402088772846,593186,0,,,,234,4.700854700854701,2.730419821089498,1,15,2,11,0.1784931275389214,2.25,4.0,6.0,1.0439776672756116,1.0695424169144363,1100,100,84,49,36,24,15.0,7.0,4.0,22,59.77272727272727,27.901069817655685,1,148,81,58,5.948528072212093,49.25,57.0,66.75,1.120481122467933,4.604169236346374,1315,10.772727272727272,4.428606339759058,1,21,16,9,0.9441820440936288,9.0,9.5,12.75,0.228007643961398,0.6753515350215773,237,16,10,4.0,1.0,4,337.25,152.4759543884434,116,464,464,116,76.2379771942217,308.75,384.5,413.0,-1.6071447806690773,2.952942606886129,1349,57.75,26.71298061492452,19,80,80,19,13.35649030746226,52.75,66.0,71.0,-1.6035227058304635,2.946288541901737,231,6132,545160,570738.0,588,672.0
1548,382,59,0,0,1574,333,14,0,4,1,0,0,0,2,2,0,0,0,1257,270,382,0,21,5,2,14,0,0,0,4,30,1,0,0,1257,4.0,1.662536207450822,1028227.5525389644,1028333.556561086,493131.9574653297,493121.2068609477,387.09022705669537,68.66757839704897,1097910.0,1098032.0,114.0,711.0,126.0,29881,29998,3,0,0,1754975,1097910.0,1098032.0,114.0,711.0,126.0,3,13,13,8,222.643,0.113,0.7012067357512941,6.263922219343959,1353.3289999999977,184,100,26,28,55,21.805194805194805,21.37819779775584,77,16.0,101,39,5,4.390804597701149,17.745196744038363,1.0,166.0,4.0,166.0,1.118767292345487,0.6041450777202072,43.35963945785304,-121.0,6383.490126387469,0.1186525892408245,2247.7866891678136,445.47727214752496,,,428.0,0,0,3960,103.0,2603.0,,1006.5,6879.0,,1115.0,0.0,,,0.0,1.0,270,,,,36.0,-1.0,0.4097350196564135,0.0,0.0,0.0,268,813.389729120102,9344.027220342145,423.2146596858639,171696,0,,,,210,4.480952380952381,2.42635431478576,1,13,6,13,0.167434354739537,3.0,4.0,6.0,1.404225732170493,2.556289150831384,941,92,64,32,17,12,9.0,6.0,6.0,14,81.21428571428571,25.52277586611785,42,123,48,78,6.821248775031111,64.5,82.5,101.25,-0.0273944603554845,-1.1488077927654108,1137,15.0,5.306019803378626,8,25,10,12,1.4180934422628897,11.25,13.5,18.5,0.5334697565760648,-0.7793033804858585,210,12,11,8.0,4.0,3,387.3333333333333,85.47124272720815,336,486,340,336,49.34684499652547,338.0,340.0,413.0,1.7277840890791696,,1162,70.0,15.588457268119896,61,88,61,61,9.0,61.0,61.0,74.5,1.7320508075688774,,210,6400,0,166592.0,0,566.3716814159292
2998,483,140,5,0,2861,549,14,30,4,10,0,2,0,0,0,2,2,0,2477,471,462,25,0,107,0,14,22,0,0,4,0,9,28,0,2477,4.0,1.4408685203889018,590367.251516823,590446.4826254826,360589.3828770975,360590.2991722276,625.6382771350067,103.972283576244,598876.0,598944.5,72.0,1143.5,182.0,1218,1433,0,0,0,1813284,598910.0,598983.0,72.0,1144.0,182.0,4,16,16,22,15.092,0.063,0.1651091640333227,0.54960850186398,574.7449999999964,83,39,18,20,20,86.85,68.57769316621841,40,67.5,299,239,13,3.377622377622377,4.585347446869189,2.0,30.0,3.0,1.0,1.920915240787636,0.6621660442401609,85.79282878309233,-141.0,3993.958687957998,0.0998345284059569,21609.069166078123,,,296.772807390349,,46847,6578,15990,53.0,2155.5,,2594.0,154543.0,,10104.0,4.588712428504266,0.0,1.0,,1.0,471,1.0,,0.0,1172.0,,0.3961394164658246,,0.0,0.0,438,446.0264151092187,19144.949640730745,223.583850931677,966594,2728,599.0,,-11.0,362,5.323204419889502,2.9591798495393054,1,14,11,2,0.1555310398921812,3.0,5.0,7.0,0.8246575262959172,-0.0055723366995441,1927,193,153,104,76,56,40.0,29.0,15.0,12,189.75,92.3935505423305,86,386,134,322,26.671720638499902,124.5,176.5,221.0,0.9824028705449052,0.4585334126708051,2277,30.166666666666668,15.384959203617337,13,65,18,49,4.441255168839939,18.0,27.0,36.5,1.130284047533364,1.0262534177654157,362,12,12,12.0,10.0,3,767.0,398.7342473377475,520,1227,520,1227,230.2093250355713,537.0,554.0,890.5,1.7178936941464933,,2301,121.66666666666669,69.58687615731384,80,202,80,202,40.1760016814903,81.5,83.0,142.5,1.7284299046698823,,365,5967,1006434,329791.5,3366,2428.5714285714284
